-60.736848,-32.928697
-60.730573,-32.912392
-60.689264,-32.919657
-60.637703,-32.944114
-60.640755,-32.957515
-60.687585,-32.930308
-60.687945,-32.93399
-60.668327,-32.952638
-60.71169,-32.962941
-60.690156,-32.958997
-60.646017,-32.999648
-60.669142,-32.955902
-60.716309,-32.893905
-60.645605,-32.964955
-60.643136,-32.948392
-60.722445,-32.973453
-60.650549,-32.944263
-60.632699,-32.947081
-60.65437,-32.948757
-60.636624,-32.946724
-60.641539,-32.94863
-60.65612,-32.954924
-60.646586,-32.990547
-60.634088,-32.943213
-60.637943,-32.937642
-60.670715,-32.939094
-60.68651,-32.889356
-60.685497,-32.893361
-60.628738,-32.947732
-60.643806,-32.945278
-60.636131,-32.939098
-60.641903,-32.944279
-60.640486,-32.943658
-60.635612,-32.953402
-60.634923,-32.951062
-60.637102,-32.954319
-60.644934,-32.943886
-60.635811,-32.949502
-60.639143,-32.944891
-60.670595,-32.940477
-60.683269,-32.899616
-60.671097,-32.951645
-60.628587,-32.945916
-60.661309,-32.925597
-60.686173,-32.921793
-60.681083,-32.910678
-60.646635,-32.944988
-60.666998,-32.946521
-60.681025,-32.946642
-60.647028,-32.999273
-60.657819,-32.931096
-60.659593,-32.935409
-60.663943,-32.934408
-60.691294,-32.915248
-60.68162,-32.925167
-60.690663,-32.894686
-60.676227,-32.92671
-60.653974,-32.969432
-60.631913,-32.947172
-60.712006,-32.959181
-60.692263,-32.911156
-60.712634,-32.93979
-60.712047,-32.948752
-60.692909,-32.958825
-60.713184,-32.932712
-60.712956,-32.927689
-60.661771,-32.976504
-60.647684,-32.956219
-60.64332,-32.943006
-60.682168,-32.919226
-60.631478,-32.943298
-60.686719,-32.887468
-60.727544,-32.930361
-60.651312,-32.936703
-60.658716,-32.928005
-60.636883,-32.937817
-60.680221,-32.944355
-60.693536,-32.895238
-60.636833,-32.958185
-60.670855,-32.962699
-60.655903,-32.965373
-60.702877,-32.934814
-60.685858,-32.929646
-60.683316,-32.929555
-60.700048,-32.931034
-60.698059,-32.949225
-60.695665,-32.951881
-60.699494,-32.95404
-60.699217,-32.96022
-60.68765,-32.88468
-60.711869,-32.898654
-60.70897,-32.900049
-60.714647,-32.896937
-60.644953,-32.961235
-60.653503,-32.96092
-60.715456,-32.965714
-60.708227,-32.966329
-60.649932,-32.957952
-60.712971,-32.965947
-60.680945,-32.945275
