5435527.11169984,6357917.23339198
5440105.96854236,6355284.14916986
5434726.13700155,6354632.59682744
5435860.51517996,6360835.94710452
5440510.20053972,6355792.38201621
5435214.73570718,6353570.98841187
5433316.97347963,6357011.75009711
5436390.71627742,6355183.58992229
5437628.721533,6354951.30451992
5438679.23,6352867.015
5435472.26873174,6353553.65523895
5435652.83297466,6361797.4208944
5436751.6108392,6357142.93925632
5434625.92570909,6353412.4646831
5435109.67631183,6360622.88589533
5435691.86368302,6356737.03396903
5439165.39525382,6355211.28526832
5441220.17916853,6355040.48064029
5440948.17708901,6355329.18460189
5435817.76031932,6357682.26107281
5440232.42564951,6355148.1481301
5437508.78985459,6354272.01512333
5439973.86647853,6355214.50828656
5439626.86189817,6349071.3621942
5435660.84590202,6356328.43435395
5437249.07371697,6354380.60717433
5433417.78126787,6354676.27025422
5440547.09893122,6354638.69102183
5436285.96600662,6358918.10093199
5436323.58874791,6355081.1417729
5438476.36380167,6356667.37319601
5434595.50442388,6354097.68922006
5440631.20483738,6354466.20431997
5437905.97558064,6356296.52679317
5440366.52070792,6355235.2116616
5439532.13959389,6349112.4060804
5433429.41293575,6353519.66492273
5434951.95042325,6354339.43405163
5440910.06243276,6354899.33125276
5432464.27468587,6351930.08317812
5438390.40314821,6357009.7120759
5435240.37414943,6358858.2028102
5440090.17509308,6353747.15846453
5438900.62827575,6353362.25464828
5433344.2700065,6352768.66678137
5439796.62451814,6355102.62153842
5435378.14292324,6360685.81620101
5436090.59346631,6356823.10830402
5439088.83464236,6356049.32910753
5438138.44893753,6351629.07151902
5436317.1399245,6354929.49514265
5436073.47855309,6360143.58323766
5438651.73356347,6354025.69218022
5439690.21097782,6355256.31270125
5439441.47223405,6353886.95720218
5435741.87483433,6361488.79896944
5440469.20591929,6354946.33240869
5439567.49050248,6350080.38997058
5440836.47449871,6354908.97984541
5438146.20338278,6357275.2024067
5439232.41414931,6353693.47385267
5437434.89,6353909.6325
5435334.0022349,6358405.01513494
5441207.30630907,6354838.96771995
5439861.41895822,6354757.62233013
5437288.14419112,6355619.42951246
5431083.08,6356884.555
5440429.60202853,6354103.72808225
5435852.88989462,6356811.47663614
5433299.37685387,6356454.52361627
5431657.48,6358696.99
5440010.84921741,6354732.14202603
5433356.15612494,6355669.84299772
5440568.27453171,6354206.23157294
5439531.8630993,6355133.18602816
5433669.17,6360079.69
5437275.91602745,6355772.72893009
5439700.23088014,6353332.28073947
5439641.77429288,6352919.28196795
5433461.77967683,6353102.77898032
5432977.9,6360756.43
5438811.15793959,6354710.74273962
5440704.00793194,6355337.15459804
5440339.79489143,6355952.82094869
5440438.99494622,6355934.00647775
5433111.77086421,6352792.91433608
5436246.04429541,6357310.84303006
5433788.0628731,6352729.29805934
5433396.87,6360232.59
5437279.5,6353154.7025
5431954.55885201,6356706.0770734
5434526.78422441,6356648.78240985
5439840.52791651,6355354.93333979
5440457.32631506,6353675.15149006
5434264.91092298,6356227.80550716
5438862.45657739,6352417.91234447
5433135.72,6360421.24
5438313.52045143,6356187.98941328
5435762.88270678,6361279.52833939
5436190.57018709,6357969.37437821
